Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Loading FAISS index from C:\Users\srabo\Desktop\masters-thesis\thesis-project\data\indexes\guidelines.index...
Loading ID map from C:\Users\srabo\Desktop\masters-thesis\thesis-project\data\indexes\id_map.json...
Loading embedding model sentence-transformers/all-MiniLM-L6-v2...
Loading weights:   0%|          | 0/103 [00:00<?, ?it/s]Loading weights: 100%|\u2588\u2588\u2588\u2588\u2588\u2588\u2588\u2588\u2588\u2588| 103/103 [00:00<00:00, 5558.23it/s]
  Model raw output (first 100): '{\n  "urgency": "Red",\n  "specialty": "Emergency Medicine",\n  "rationale": "Mr. ___ is a 91-year-old '
  Model raw output (first 100): '```json\n{"urgency": "3", "specialty": "Orthopedics", "rationale": "The patient is a 76-year-old fema'
  Model raw output (first 100): '{\n  "urgency": "2",\n  "specialty": "Gastroenterology",\n  "rationale": "The patient presents with con'
  Model raw output (first 100): '{\n  "urgency": "2",\n  "specialty": "Neurology",\n  "rationale": "The patient experienced acute onset '
  Model raw output (first 100): '{"urgency": "Yellow", "specialty": "Urology", "rationale": "The patient presents with right lower qu'
  Model raw output (first 100): '{"urgency": "2 Very urgent emergency care", "specialty": "Oncology", "rationale": "The patient has n'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Urology",\n  "rationale": "The patient presents with left-si'
  Model raw output (first 100): '```json\n{"urgency": "3", "specialty": "Cardiology", "rationale": "Ms. ___ presents with chest pain a'
  Model raw output (first 100): '{\n  "urgency": "2",\n  "specialty": "Neurology",\n  "rationale": "The patient presents with concerning'
  Model raw output (first 100): '{"urgency": "orange", "specialty": "neurology", "rationale": "The patient experienced loss of consci'
  Model raw output (first 100): '{\n  "urgency": "3",\n  "specialty": "Cardiology",\n  "rationale": "The patient has a concern for a ver'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Rheumatology/Infectious Disease",\n  "rationale": "The patie'
  Model raw output (first 100): '```json\n{"urgency":"Orange","specialty":"Surgical","rationale":"The patient presents with sudden-ons'
  Model raw output (first 100): '{\n  "urgency": "Red",\n  "specialty": "General Surgery",\n  "rationale": "The patient has a complex me'
  Model raw output (first 100): '{"urgency": "Yellow", "specialty": "Gastroenterology", "rationale": "The patient presents with signi'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Infectious Disease",\n  "rationale": "The patient presents w'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "General Surgery",\n  "rationale": "The patient presents with'
  Model raw output (first 100): '{"urgency": "Orange", "specialty": "Orthopedics", "rationale": "The patient has a displaced wrist fr'
  Model raw output (first 100): '{\n  "urgency": "urgent",\n  "specialty": "gastroenterology",\n  "rationale": "The patient presents wit'
  Model raw output (first 100): '{\n  "urgency": "Orange",\n  "specialty": "Cardiology",\n  "rationale": "The patient presents with mult'
  Model raw output (first 100): '{"urgency": "4", "specialty": "Allergy/Immunology", "rationale": "The patient presents with recurren'
  Model raw output (first 100): '{\n  "urgency": "Yellow",\n  "specialty": "Surgery",\n  "rationale": "The patient has a right hand absc'
  Model raw output (first 100): '{\n  "urgency": "urgent",\n  "specialty": "surgery",\n  "rationale": "The patient presents with symptom'
RAG predictions written to C:\Users\srabo\Desktop\masters-thesis\thesis-project\results\rag_predictions.csv
Retrieval logs written to C:\Users\srabo\Desktop\masters-thesis\thesis-project\results\retrieval_logs.jsonl
